BSHspecies	ratio	min	max	phase	comparison	search_method
Lactococcus lactis subsp. lactis (Streptococcus lactis)-A0A2N5WBJ7	-3.83087690466	-10.4128	1.49943	light	FAvFT	targetted
Clostridium sp. CAG:169-R6BF36	-3.83087690466	-10.4128	1.49943	light	FAvFT	targetted
Lactococcus lactis subsp. lactis (Streptococcus lactis)-A0A1V0NI01	-3.83087690466	-10.4128	1.49943	light	FAvFT	targetted
Lactococcus lactis subsp. lactis (Streptococcus lactis)-A0A5C5BN99	-3.83087690466	-10.4128	1.49943	light	FAvFT	targetted
Lactococcus lactis subsp. lactis (Streptococcus lactis)-A0A1V0P467	-3.83087690466	-10.4128	1.49943	light	FAvFT	targetted
Lactococcus lactis subsp. lactis (Streptococcus lactis)-A0A0B8QW26	-3.83087690466	-10.4128	1.49943	light	FAvFT	targetted
Lactococcus lactis subsp. lactis bv. diacetylactis-A0A5D4GF29	-3.83087690466	-10.4128	1.49943	light	FAvFT	targetted
Enterococcus hirae (strain ATCC 9790 / DSM 20160 / JCM 8729 / LMG 6399 / NBRC 3181 / NCIMB 6459 / NCDO 1258 / NCTC 12367 / WDCM 00089 / R)-I6T8Q1	-3.830320657095	-10.5344	1.19495	light	FAvFT	targetted
Enterococcus hirae-A0A7Z9DHY2	-3.830320657095	-10.5344	1.19495	light	FAvFT	targetted
Myroides guanonis-A0A1I3PH24	-3.8292427978985	-10.1162	1.6914	light	FAvFT	targetted
Bacteroides intestinalis-A0A6N2RM37	-3.82834895939001	-9.52398	1.62992	light	FAvFT	targetted
Enterococcus faecium TX0133a01-A0A828QFA6	-3.82365057738001	-10.2722	1.11367	light	FAvFT	targetted
Leifsonia soli-A0A852T2K3	-3.81948421160501	-9.47431	1.48717	dark	FAvFT	targetted
Acetatifactor_muris	-3.8182575294625	-11.0751	2.71779	dark	NAvFA	untargetted
Enterococcus mundtii CRL35-A0A022NDM8	-3.80872944686	-10.1693	1.27897	dark	FAvFT	targetted
Rhodococcus rhodochrous-A0A6I4WZI8	-3.80642566645351	-9.92779	1.25092	light	FAvFT	targetted
Rhodococcus rhodochrous-A0A6I6XW27	-3.80642566645351	-9.92779	1.25092	light	FAvFT	targetted
Rhodococcus rhodochrous-A0A385L813	-3.80642566645351	-9.92779	1.25092	light	FAvFT	targetted
Rhodococcus rhodochrous J45-A0A562E177	-3.80642566645351	-9.92779	1.25092	light	FAvFT	targetted
Lactococcus lactis subsp. lactis (Streptococcus lactis)-A0A0V8BFT8	-3.80151115291	-10.0196	1.31184	light	FAvFT	targetted
Enhydrobacter aerosaccus-A0A1T4RBG9	-3.7950743901075	-10.6934	2.42242	dark	FAvFT	targetted
Micromonospora tulbaghiae-A0A1C4V181	-3.79240764643001	-10.4002	1.66804	dark	FAvFT	targetted
Bacteroides cellulosilyticus-A0A0P0FKS2	-3.78436642595999	-9.95432	1.02074	light	FAvFT	targetted
Myroides profundi-A0A0B5RX12	-3.78072216557501	-9.73261	1.81883	light	FAvFT	targetted
Stecheria intestinalis-A0A7X2NRG6	-3.77858301236	-9.89201	2.18956	dark	FAvFT	targetted
Nocardioides jishulii-A0A4U2YPP9	-3.77629253892	-10.4521	1.17853	light	FAvFT	targetted
Lactococcus lactis subsp. lactis (Streptococcus lactis)-A0A0V8EBT6	-3.7752335910365	-9.60172	1.58423	light	FAvFT	targetted
Lactococcus lactis subsp. lactis (strain KF147)-D2BLF2	-3.7752335910365	-9.60172	1.58423	light	FAvFT	targetted
Catenibacillus scindens-A0A7W8H7H0	-3.774910964855	-9.50281	1.46677	light	FAvFT	targetted
Acinetobacter celticus-A0A1C3CVY9	-3.77425602867	-10.821	2.07678	light	FAvFT	targetted
Enterococcus faecium (Streptococcus faecium)-A0A807NF05	-3.768709119749	-9.79242	1.5422	light	FAvFT	targetted
Enterococcus faecium TX0133a01-A0A828QEB8	-3.768709119749	-9.79242	1.5422	light	FAvFT	targetted
Enterococcus faecium (Streptococcus faecium)-A0A6A8NF43	-3.767207697335	-9.86827	1.53628	dark	FAvFT	targetted
Prevotella ruminicola (Bacteroides ruminicola)-A0A1H6KF00	-3.765764713285	-9.92516	1.93158	light	FAvFT	targetted
Ligilactobacillus apodemi DSM 16634 = JCM 16172-A0A0R1U1F4	-3.7652678360245	-10.2811	1.2136	light	FAvFT	targetted
Anaerotignum faecicola-A0A401LCP1	-3.762691823875	-9.89089	1.47282	light	FAvFT	targetted
Rhodococcus pyridinivorans-A0A7M2XKC3	-3.7623477312	-9.53354	2.06108	light	FAvFT	targetted
Paramuribaculum intestinale-A0A2V1IYI9	-3.7526584915	-6.35318	-1.02382	light	FAvFT	targetted
Enterococcus casseliflavus 14-MB-W-14-S4B775	-3.74651626477501	-10.1421	1.59178	light	FAvFT	targetted
Streptococcus hyointestinalis-A0A380KCK5	-3.744026668115	-9.87428	1.28381	dark	FAvFT	targetted
Micromonospora echinaurantiaca-A0A1C5HYL1	-3.70349765723	-10.05	1.62241	light	FAvFT	targetted
Vibrio thalassae-A0A240ENI4	-3.69088735126499	-10.2323	1.82888	light	FAvFT	targetted
Butyribacter_sp003612285	-3.68667409668999	-10.8752	3.77405	light	FAvFT	untargetted
Aeromicrobium yanjiei-A0A5Q2MHU2	-3.683633592335	-9.41961	1.48844	light	FAvFT	targetted
Alistipes indistinctus YIT 12060-G5H9U7	-3.66998657405951	-9.35398	1.7863	light	FAvFT	targetted
Alistipes indistinctus-A0A6S6MII0	-3.66998657405951	-9.35398	1.7863	light	FAvFT	targetted
Lactococcus lactis subsp. cremoris (Streptococcus cremoris)-A0A6I2HU76	-3.66959863463	-10.9656	2.18458	light	FAvFT	targetted
Anaerotruncus_sp000403395	-3.66355958057	-10.8281	2.52504	dark	FAvFT	untargetted
Lactobacillus intestinalis-A0A4S2BMC4	-3.639852184167	-9.70978	1.54845	light	FAvFT	targetted
Vibrio splendidus (strain 12B01)-A3UPW3	-3.63364908265	-10.0205	2.12879	dark	FAvFT	targetted
Vibrio splendidus-A0A853NS78	-3.63364908265	-10.0205	2.12879	dark	FAvFT	targetted
Lactobacillus amylovorus-F0TEJ3	-3.60590078798	-9.74102	1.83952	light	FAvFT	targetted
Lactobacillus amylovorus CAG:719-R5YIN4	-3.60590078798	-9.74102	1.83952	light	FAvFT	targetted
Lactobacillus amylovorus (strain GRL 1118)-F2LZ53	-3.60590078798	-9.74102	1.83952	light	FAvFT	targetted
Lactobacillus amylovorus-A0A3R6BUP9	-3.60590078798	-9.74102	1.83952	light	FAvFT	targetted
Lactobacillus amylovorus DSM 16698-A0A0R2KBY6	-3.60590078798	-9.74102	1.83952	light	FAvFT	targetted
Ignatzschineria ureiclastica-A0A2U2AHK4	-3.6013650765645	-10.7279	2.65988	dark	FAvFT	targetted
Micromonospora palomenae-A0A561WUB8	-3.58620764328	-10.9432	2.32697	light	FAvFT	targetted
Alpinimonas psychrophila-A0A7W3JRW1	-3.58620764328	-10.9432	2.32697	light	FAvFT	targetted
Secundilactobacillus malefermentans-A0A4R5NDR4	-3.5663111519945	-11.5142	3.86575	dark	FAvFT	targetted
Subtercola boreus-A0A3E0WAZ2	-3.561787061219	-10.2094	1.95906	light	FAvFT	targetted
Lactococcus lactis-A0A3S3PBD4	-3.561787061219	-10.2094	1.95906	light	FAvFT	targetted
Vagococcus lutrae-A0A429ZEV8	-3.561787061219	-10.2094	1.95906	light	FAvFT	targetted
Lactococcus lactis-A0A8I2KUJ5	-3.561787061219	-10.2094	1.95906	light	FAvFT	targetted
Lactococcus lactis subsp. lactis (Streptococcus lactis)-A0A0V8BWL4	-3.561787061219	-10.2094	1.95906	light	FAvFT	targetted
Kaistia soli DSM 19436-A0A1M5PCS7	-3.561787061219	-10.2094	1.95906	light	FAvFT	targetted
Limosilactobacillus_reuteri	-3.55671973517001	-10.3076	2.6047	light	NAvFA	untargetted
Lentilactobacillus curieae-A0A1S6QIH8	-3.55454071404	-10.8633	4.33621	light	FAvFT	targetted
Roseibium aquae-A0A916TGJ4	-3.55030468818501	-10.6445	2.94257	dark	FAvFT	targetted
Mariniphaga anaerophila-A0A831PPV1	-3.54229253669	-10.5295	2.96281	dark	FAvFT	targetted
Pseudomonas deceptionensis-A0A0J6GF61	-3.54229253669	-10.5295	2.96281	dark	FAvFT	targetted
Pseudomonas helleri-A0A6L5HW96	-3.54229253669	-10.5295	2.96281	dark	FAvFT	targetted
Pseudomonas helleri-A0A6A7Z4L4	-3.54229253669	-10.5295	2.96281	dark	FAvFT	targetted
Taibaiella soli-A0A2W2BFI7	-3.54229253669	-10.5295	2.96281	dark	FAvFT	targetted
Enterococcus canis-A0A1L8RIP6	-3.537430806235	-10.3302	1.92838	light	FAvFT	targetted
Dyella telluris-A0A7G8Q5P3	-3.535873204735	-9.81023	2.05568	light	FAvFT	targetted
Staphylococcus saprophyticus subsp. saprophyticus (strain ATCC 15305 / DSM 20229 / NCIMB 8711 / NCTC 7292 / S-41)-Q4A0U7	-3.50887481598	-10.9445	2.25022	dark	FAvFT	targetted
Staphylococcus saprophyticus-A0A380HJR0	-3.50887481598	-10.9445	2.25022	dark	FAvFT	targetted
Clostridium thermobutyricum DSM 4928-A0A1V4SY25	-3.49277962775001	-11.1096	2.67169	dark	FAvFT	targetted
Clostridium thermobutyricum-N9XJS0	-3.49277962775001	-11.1096	2.67169	dark	FAvFT	targetted
Acinetobacter_tandoii	-3.45354928131999	-10.3665	3.009	light	FAvFT	untargetted
Limosilactobacillus reuteri (Lactobacillus reuteri)-A0A4S2EL20	-3.43482744219999	-10.0613	2.72075	dark	FAvFT	targetted
Dietzia natronolimnaea-A0A2A2WNX7	-3.43482744219999	-10.0613	2.72075	dark	FAvFT	targetted
Limosilactobacillus reuteri (Lactobacillus reuteri)-A0A256VE65	-3.43482744219999	-10.0613	2.72075	dark	FAvFT	targetted
Inconstantimicrobium porci-A0A7X2MYK2	-3.43175596287749	-10.8479	2.74293	light	FAvFT	targetted
Saccharothrix tamanrassetensis-A0A841CPE6	-3.42661775998	-10.2992	3.51478	light	FAvFT	targetted
Planctomicrobium piriforme-A0A1I3SYD8	-3.41739552678	-10.7628	3.00138	dark	FAvFT	targetted
Deinococcus marmoris-A0A1U7P4L8	-3.4099947507525	-11.3535	2.59068	dark	FAvFT	targetted
Evtepia_gabavorous	-3.31900379967	-11.5795	4.14247	light	FAvFT	untargetted
Pegethrix bostrychoides GSE-TBD4-15B-A0A951PDW1	-3.267079807595	-10.8878	3.57922	light	FAvFT	targetted
Deinococcus marmoris-A0A1U7P4L8	-3.262868300049	-11.1819	3.42058	light	FAvFT	targetted
Dubosiella_newyorkensis	-3.26180787028499	-6.20849	-0.105308	dark	FAvFT	untargetted
Muribaculum gordoncarteri-A0A4P7VQQ5	-3.20974574585	-5.52185	-0.866226	light	FAvFT	targetted
Shewanella violacea (strain JCM 10179 / CIP 106290 / LMG 19151 / DSS12)-D4ZCJ2	-3.17291811527	-10.8405	3.41467	light	FAvFT	targetted
Lacrimispora_algidixylanolytica	-3.171377880715	-9.61739	3.84182	light	NAvFA	untargetted
Francisella frigiditurris-A0A1J0KTW9	-3.14949666533	-10.824	3.333	dark	FAvFT	targetted
Bacteroides sp. CAG:927-R5B6T8	-3.13995907245	-6.02769	-0.665199	light	FAvFT	targetted
Paramuribaculum_intestinale	-3.13785620028	-12.2842	5.32109	light	FAvFT	untargetted
Muribaculum intestinale-A0A4S2G132	-3.12355036285	-5.7125	-0.488363	light	FAvFT	targetted
Muribaculum intestinale-A0A1B1SBZ6	-3.12355036285	-5.7125	-0.488363	light	FAvFT	targetted
Duncaniella muris-A0A2V1IL33	-3.12034940556	-5.54566	-0.712821	light	FAvFT	targetted
Zhenhengia yiwuensis-A0A926EME8	-3.09553358243999	-10.2454	3.696	dark	FAvFT	targetted
Duncaniella freteri-A0A4Z0V542	-3.07652560916	-5.82522	-0.513983	light	FAvFT	targetted
Turicibacter sanguinis-A0A844JNQ7	-3.03456136742001	-10.6788	3.53601	dark	FAvFT	targetted
Bacteroides clarus YIT 12056-F3PFV2	-3.029529433095	-10.6394	3.69437	light	FAvFT	targetted
Pararobbsia silviterrae-A0A494XZH6	-3.029529433095	-10.6394	3.69437	light	FAvFT	targetted
Phocaeicola massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223-U6RPC2	-3.029529433095	-10.6394	3.69437	light	FAvFT	targetted
Bacteroides fragilis CL07T12C05-A0A0E2AYI0	-3.029529433095	-10.6394	3.69437	light	FAvFT	targetted
Bacteroides clarus-A0A1Y4K2A7	-3.029529433095	-10.6394	3.69437	light	FAvFT	targetted
Adlercreutzia_mucosicola	-2.9747661559475	-11.1934	4.27445	dark	FAvFT	untargetted
Dysgonomonas gadei ATCC BAA-286-F5J1R6	-2.974089777745	-9.87912	2.81673	light	FAvFT	targetted
Blautia sp. CAG:37-R7JVZ2	-2.966619353635	-10.3749	3.87557	dark	FAvFT	targetted
Ruminococcus bicirculans-W0U3I8	-2.961665843275	-10.3079	3.26603	light	FAvFT	targetted
Catellicoccus marimammalium M35/04/3-K8Z8M4	-2.950950831705	-11.0989	3.74085	light	FAvFT	targetted
Oscillibacter sp. CAG:155-R6TI72	-2.95061740644	-10.0856	3.34983	dark	FAvFT	targetted
Monoglobus pectinilyticus-A0A2K9P2K8	-2.94712231727	-10.2711	3.21561	dark	FAvFT	targetted
Bacteroides sp. CAG:144-R5YLD6	-2.946356377425	-9.79717	3.54608	light	FAvFT	targetted
Kerstersia gyiorum-A0A171KR80	-2.936543033435	-10.6168	3.629	light	FAvFT	targetted
Salipaludibacillus aurantiacus-A0A1H9Q7N9	-2.93215650782	-10.467	3.43911	dark	FAvFT	targetted
Holdemania filiformis-A0A412FJY4	-2.92497254044501	-9.71066	3.56237	light	FAvFT	targetted
Ruminococcus sp. CAG:724-R5PVL5	-2.922763151885	-9.84734	3.57189	dark	FAvFT	targetted
Butyricimonas synergistica-A0A1U7LEI1	-2.9183755014995	-10.6975	3.27029	light	FAvFT	targetted
Enterococcus raffinosus ATCC 49464-R2PCI7	-2.9183755014995	-10.6975	3.27029	light	FAvFT	targetted
Butyricimonas virosa-A0A415QCS3	-2.9183755014995	-10.6975	3.27029	light	FAvFT	targetted
Butyricimonas paravirosa-A0A7X6BK23	-2.9183755014995	-10.6975	3.27029	light	FAvFT	targetted
Allocatelliglobosispora scoriae-A0A841BJN2	-2.9183755014995	-10.6975	3.27029	light	FAvFT	targetted
Butyricimonas virosa-A0A413III2	-2.9183755014995	-10.6975	3.27029	light	FAvFT	targetted
Moorena producens ASI16Jul14-2-A0A4P8JAL6	-2.9183755014995	-10.6975	3.27029	light	FAvFT	targetted
Odoribacter sp. CAG:788-R5PLH9	-2.9183755014995	-10.6975	3.27029	light	FAvFT	targetted
Bacteroides xylanisolvens-A0A3E4NB65	-2.9183755014995	-10.6975	3.27029	light	FAvFT	targetted
Butyricimonas virosa-A0A412WUG3	-2.9183755014995	-10.6975	3.27029	light	FAvFT	targetted
Rhodopseudomonas palustris (strain BisB18)-Q211I4	-2.9183755014995	-10.6975	3.27029	light	FAvFT	targetted
Streptococcus infantarius-A0A380KNN4	-2.916169847935	-10.1093	3.86625	dark	FAvFT	targetted
Burkholderia lata (strain ATCC 17760 / DSM 23089 / LMG 22485 / NCIMB 9086 / R18194 / 383)-A0A6P2JFE6	-2.91274844088999	-11.1521	3.943	light	FAvFT	targetted
Enterococcus hirae-A0A7G7IQG0	-2.9122997997445	-10.8275	3.62553	dark	FAvFT	targetted
Streptococcus chenjunshii-A0A372KJY6	-2.911788618225	-10.3889	3.24936	light	FAvFT	targetted
Subdoligranulum variabile DSM 15176-D1PI43	-2.910396857085	-10.3688	3.21701	dark	FAvFT	targetted
Yersinia enterocolitica W22703-F4MU77	-2.90553335266	-10.7469	3.14888	light	FAvFT	targetted
Yersinia enterocolitica subsp. palearctica serotype O:3 (strain DSM 13030 / CIP 106945 / Y11)-A0A0H3NRG9	-2.90553335266	-10.7469	3.14888	light	FAvFT	targetted
Mycolicibacter terrae-A0A1X2DR10	-2.90553335266	-10.7469	3.14888	light	FAvFT	targetted
Francisella philomiragia subsp. philomiragia (strain ATCC 25017 / FSC 153 / O#319-036)-B0TZX2	-2.90025046815449	-10.1859	3.79819	light	FAvFT	targetted
Aliivibrio fischeri (Vibrio fischeri)-A0A844P1W4	-2.8995716026401	-9.69336	4.1996	dark	FAvFT	targetted
Enterococcus hirae-A0A366UK59	-2.899147965785	-10.274	3.49378	dark	FAvFT	targetted
Lysobacter gilvus-A0A7C9MNP3	-2.89322504311499	-9.80344	3.96799	light	FAvFT	targetted
Alistipes shahii WAL 8301-D4IIZ6	-2.890891335155	-9.9688	3.78603	light	FAvFT	targetted
Alistipes shahii-A0A5B3GNV3	-2.890891335155	-9.9688	3.78603	light	FAvFT	targetted
Micromonospora auratinigra-A0A1A8Z7M3	-2.889631185735	-10.2944	3.46636	dark	FAvFT	targetted
Bacteroides fragilis CAG:558-R5RRI5	-2.8876467480475	-10.6209	3.38666	light	FAvFT	targetted
Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)-A0A6B8HFB9	-2.8876467480475	-10.6209	3.38666	light	FAvFT	targetted
Massilimicrobiota timonensis-A0A1Y4SZX8	-2.88752384612	-9.51153	3.93037	light	FAvFT	targetted
Pradoshia eiseniae-A0A2S7MW92	-2.885775974395	-10.1807	4.30199	light	FAvFT	targetted
Paraclostridium bifermentans ATCC 638 = DSM 14991-T4VSU6	-2.885775974395	-10.1807	4.30199	light	FAvFT	targetted
Enterococcus hirae-A0A838ZNL6	-2.88468460923	-10.4085	3.34383	dark	FAvFT	targetted
Gordonia sputi NBRC 100414-H5U4N0	-2.88459422804	-10.56	3.65442	light	FAvFT	targetted
Nocardia globerula-A0A652YLM4	-2.88459422804	-10.56	3.65442	light	FAvFT	targetted
Latilactobacillus graminis-A0A5J6Z6M9	-2.882138866135	-10.1483	3.38211	dark	FAvFT	targetted
Parabacteroides distasonis-A0A174XDW3	-2.881398024895	-9.40857	3.87859	light	FAvFT	targetted
Yersinia hibernica-A0A481QJ15	-2.881398024895	-9.40857	3.87859	light	FAvFT	targetted
Anaerorhabdus furcosa-A0A1T4M4E3	-2.879362097275	-10.4672	4.75255	light	FAvFT	targetted
Anaerocolumna cellulosilytica-A0A6S6RA07	-2.87603553086	-10.6293	3.52808	light	FAvFT	targetted
Faecalitalea cylindroides-A0A1Y4LZA5	-2.874780088715	-10.6934	4.18545	dark	FAvFT	targetted
Faecalitalea cylindroides T2-87-D4JFU4	-2.874780088715	-10.6934	4.18545	dark	FAvFT	targetted
Faecalitalea cylindroides ATCC 27803-U2QTL3	-2.874780088715	-10.6934	4.18545	dark	FAvFT	targetted
Weissella coleopterorum-A0A6G8B1H1	-2.87389706082	-9.65375	3.51951	dark	FAvFT	targetted
Absicoccus porci-A0A3N0HX27	-2.86856111715	-10.2568	3.34001	light	FAvFT	targetted
Legionella londiniensis-A0A0W0VKJ4	-2.86621563134001	-10.4344	4.22379	dark	FAvFT	targetted
Listeria monocytogenes-A0A5L7P9F9	-2.8656751250285	-10.1371	3.51093	light	FAvFT	targetted
Faecalicoccus pleomorphus-A0A380LLX8	-2.864290083417	-9.92099	3.64343	dark	FAvFT	targetted
Roseburia inulinivorans-A0A174BY25	-2.862516539805	-10.8778	3.41071	light	FAvFT	targetted
Roseburia inulinivorans-A0A412BKW2	-2.862516539805	-10.8778	3.41071	light	FAvFT	targetted
1XD42-69_sp003612565	-2.862167215135	-10.0237	3.44508	light	FAvFT	untargetted
Desulfobotulus alkaliphilus-A0A562QZL6	-2.86153078598	-9.90204	3.92364	light	FAvFT	targetted
Solibaculum mannosilyticum-A0A7I8D403	-2.85747257043	-9.39926	4.34919	dark	FAvFT	targetted
Catellicoccus marimammalium M35/04/3-K8Z8M4	-2.8564776483565	-9.77722	3.91408	dark	FAvFT	targetted
Subdoligranulum variabile-A0A921LP83	-2.85589572769499	-10.2236	3.59784	light	FAvFT	targetted
Alistipes timonensis JC136-A0A1H4DHP4	-2.8555971264	-9.49285	3.18808	light	FAvFT	targetted
Lampropedia aestuarii-A0A4S5BNN1	-2.85356136944	-10.3536	3.40155	light	FAvFT	targetted
Dethiosulfovibrio peptidovorans DSM 11002-D2Z6H8	-2.852883197592	-10.5901	3.22693	light	FAvFT	targetted
Clostridium leptum CAG:27-R6NAK2	-2.851608816987	-10.5359	3.42553	dark	FAvFT	targetted
Dysgonomonas mossii DSM 22836-F8X1R6	-2.84894315809001	-10.8387	3.95721	light	FAvFT	targetted
Aeromonas hydrophila-A0A8H9PR33	-2.8489228726285	-10.2532	3.84944	light	FAvFT	targetted
Paradesulfovibrio bizertensis DSM 18034-A0A1T4VVU7	-2.8489228726285	-10.2532	3.84944	light	FAvFT	targetted
Ligilactobacillus salivarius-A0A6G3ARY9	-2.8489228726285	-10.2532	3.84944	light	FAvFT	targetted
Clostridium perfringens-Q5DWB7	-2.848169692045	-9.84743	3.87338	dark	FAvFT	targetted
Boudabousia tangfeifanii-A0A1D9MHY5	-2.844439689975	-9.71426	4.12006	light	FAvFT	targetted
Clostridium sp. CAG:568-R5ZJZ0	-2.843284722095	-9.46512	4.21025	dark	FAvFT	targetted
Loigolactobacillus rennini-A0A1K2I5F7	-2.84324905521	-10.1031	3.18447	dark	FAvFT	targetted
Enterococcus casseliflavus (Enterococcus flavescens)-A0A6N2ZJX7	-2.84085227245999	-9.46034	4.51661	light	FAvFT	targetted
Enterococcus casseliflavus (Enterococcus flavescens)-A0A6A9QVZ8	-2.84085227245999	-9.46034	4.51661	light	FAvFT	targetted
Lactobacillus apis-A0A8H9G6M3	-2.8389797545	-10.5087	3.7493	light	FAvFT	targetted
Lactobacillus apis-A0A0F4LRZ6	-2.8389797545	-10.5087	3.7493	light	FAvFT	targetted
Enterococcus faecium (Streptococcus faecium)-A0A6A8NF43	-2.83855501283749	-9.88627	3.72353	light	FAvFT	targetted
Bacteroides coprosuis DSM 18011-F3ZRP3	-2.832744003245	-10.5465	2.69177	light	FAvFT	targetted
Fructilactobacillus fructivorans-A0A0C1M7G7	-2.829509996247	-10.46	3.61954	dark	FAvFT	targetted
Ligilactobacillus ruminis DPC 6832-A0A837DWL8	-2.825444732795	-11.3718	3.35457	dark	FAvFT	targetted
Enterococcus faecium (strain ATCC BAA-472 / TX0016 / DO)-I3U2V6	-2.8247294994855	-10.2597	4.1133	light	FAvFT	targetted
Holdemanella biformis-A0A413CU78	-2.823951257466	-9.56899	4.1279	light	FAvFT	targetted
Pseudoxanthomonas indica-A0A1T5KKR9	-2.82066894332	-9.81197	3.99586	light	FAvFT	targetted
Gemmata massiliana-A0A6P2D239	-2.82066894332	-9.81197	3.99586	light	FAvFT	targetted
Yersinia intermedia-A0A0T9LY42	-2.82066894332	-9.81197	3.99586	light	FAvFT	targetted
Yersinia intermedia-A0A208ZPL2	-2.82066894332	-9.81197	3.99586	light	FAvFT	targetted
Furfurilactobacillus rossiae DSM 15814-A0A0R1RAM9	-2.82050321105	-9.36556	4.26625	light	FAvFT	targetted
Blautia hydrogenotrophica CAG:147-R5BYX0	-2.819371985895	-10.6507	3.18806	light	FAvFT	targetted
Moorena producens JHB-A0A1D9G6X6	-2.819285759075	-9.79281	3.72355	light	FAvFT	targetted
Parabacteroides chinchillae-A0A8G2F4A4	-2.819285759075	-9.79281	3.72355	light	FAvFT	targetted
Lyngbya majuscula-Q6E7I9	-2.819285759075	-9.79281	3.72355	light	FAvFT	targetted
Treponema bryantii-A0A1H9HBW2	-2.81882850655	-9.66981	3.72053	light	FAvFT	targetted
Listeria swaminathanii-A0A7X1A1P2	-2.8162286651	-9.76102	3.59086	dark	FAvFT	targetted
Acuticoccus mangrovi-A0A934ITI5	-2.81411719666	-9.78305	2.91598	light	FAvFT	targetted
Vagococcus penaei-A0A1Q2D3C0	-2.81303713356	-9.78823	4.40053	dark	FAvFT	targetted
Enterococcus faecalis 02-MB-BW-10-S4CF20	-2.812778028035	-9.97057	3.80179	light	FAvFT	targetted
Clostridium sartagoforme-A0A4S2DGF8	-2.80591095945999	-10.1117	4.19937	light	FAvFT	targetted
Clostridium tertium-A0A6N3AZ83	-2.80591095945999	-10.1117	4.19937	light	FAvFT	targetted
Novosphingobium lindaniclasticum LE124-T0I236	-2.80502216255	-9.49058	4.06486	light	FAvFT	targetted
Lactobacillus delbrueckii subsp. sunkii-A0A1L3KBE2	-2.80502216255	-9.49058	4.06486	light	FAvFT	targetted
Acinetobacter gyllenbergii CIP 110306 = MTCC 11365-A0A829HG02	-2.80502216255	-9.49058	4.06486	light	FAvFT	targetted
Enterococcus casseliflavus (Enterococcus flavescens)-A0A377KXR4	-2.80502216255	-9.49058	4.06486	light	FAvFT	targetted
Intestinibaculum porci-A0A3G9JMN8	-2.80502216255	-9.49058	4.06486	light	FAvFT	targetted
Poriferisphaera corsica-A0A517YPL6	-2.80455318431134	-10.1719	3.83211	light	FAvFT	targetted
Clostridium beijerinckii NRRL B-598-A0A0K2MAQ0	-2.804376191176	-9.60769	4.29231	dark	FAvFT	targetted
Clostridium diolis-A0A5P2EX67	-2.804376191176	-9.60769	4.29231	dark	FAvFT	targetted
Clostridium beijerinckii (strain ATCC 51743 / NCIMB 8052) (Clostridium acetobutylicum)-A6LZL1	-2.804376191176	-9.60769	4.29231	dark	FAvFT	targetted
Clostridium beijerinckii (Clostridium MP)-A0A1S8QJK2	-2.804376191176	-9.60769	4.29231	dark	FAvFT	targetted
Peptostreptococcus russellii-A0A1H8EXQ4	-2.804376191176	-9.60769	4.29231	dark	FAvFT	targetted
Rhodococcus erythropolis (Arthrobacter picolinophilus)-A0A7Z6WP05	-2.803971015955	-10.4035	3.1875	light	FAvFT	targetted
Rhodococcus qingshengii-A0A1X0M2N7	-2.803971015955	-10.4035	3.1875	light	FAvFT	targetted
Rhodococcus qingshengii-A0A2A5J1N2	-2.803971015955	-10.4035	3.1875	light	FAvFT	targetted
Rhodococcus qingshengii-A0A1C4FUA1	-2.803971015955	-10.4035	3.1875	light	FAvFT	targetted
NA	-2.803971015955	-10.4035	3.1875	light	FAvFT	targetted
